,X,Y,Regiao,mcirc,municipio,RISP,AISP_COMP,DP,ano,mes,TIPO,Ocorrencias,Objectid
57639,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,1,apreensao_drogas,36.0,211534
57640,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,1,apreensao_drogas,11.0,211584
57641,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,2,apreensao_drogas,24.0,211634
57642,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,2,apreensao_drogas,34.0,211684
57643,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,2,apreensao_drogas,27.0,211734
57644,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,2,apreensao_drogas,24.0,211784
57645,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,3,apreensao_drogas,19.0,211834
57646,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,3,apreensao_drogas,38.0,211884
57647,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,3,apreensao_drogas,50.0,211934
57648,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,3,apreensao_drogas,22.0,211984
57649,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,4,apreensao_drogas,17.0,212034
57650,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,4,apreensao_drogas,30.0,212084
57651,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,4,apreensao_drogas,40.0,212134
57652,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,4,apreensao_drogas,8.0,212184
57653,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,5,apreensao_drogas,20.0,212234
57654,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,5,apreensao_drogas,48.0,212284
57655,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,5,apreensao_drogas,33.0,212334
57656,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,5,apreensao_drogas,11.0,212384
57657,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,11,apreensao_drogas,18.0,213434
57658,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,11,apreensao_drogas,36.0,213484
57659,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,11,apreensao_drogas,53.0,213534
57660,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,11,apreensao_drogas,17.0,213584
57661,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,12,apreensao_drogas,7.0,213634
57662,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,12,apreensao_drogas,13.0,213684
57663,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,12,apreensao_drogas,17.0,213734
57664,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,12,apreensao_drogas,9.0,213784
57677,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,6,apreensao_drogas,14.0,212434
57678,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,6,apreensao_drogas,34.0,212484
57679,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,6,apreensao_drogas,32.0,212534
57680,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,6,apreensao_drogas,8.0,212584
57681,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,7,apreensao_drogas,18.0,212634
57682,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,7,apreensao_drogas,37.0,212684
57683,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,7,apreensao_drogas,39.0,212734
57684,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,7,apreensao_drogas,15.0,212784
